Order_ID,Customer_ID,Restaurant_ID,Order_DateTime,Order_Date,Order_Month,Order_Hour,Day_Type,Cuisine,Meal_Type,Restaurant_Type,City,Payment_Mode,Order_Status,Base_Amount,Discount,Delivery_Fee,Tip_Amount,Total_Amount,Estimated_Delivery_Time,Actual_Delivery_Time,Delivery_Delay,Distance_km,Vehicle_Type,Customer_Rating,Delivery_Partner_Rating,Mood,Hunger_Level,Company,Rainy_Weather,Time_Taken_to_Order_min,Is_Repeat_Customer,Age,Gender,Age_Bucket,Is_Premium
ORD_001544,CUST_00531,REST_0122,2025-12-12 12:36:25,2025-12-12,2025-12,12,Weekday,Continental,Late Night,Cafe,Bangalore,UPI,Delivered,1053.43,263.36,57.03,0,847.1,24,35.0,11.0,6.1,Scooter,4.1,4.4,Neutral,High,Family,True,10,True,36,Male,35-44,False
ORD_001545,CUST_00195,REST_0042,2025-01-13 22:07:19,2025-01-13,2025-01,22,Weekday,Chinese,Late Night,Quick Service,Kolkata,UPI,Delivered,472.37,23.62,33.28,0,482.03,34,34.0,0.0,1.5,Bike,4.3,2.6,Neutral,High,Friends,False,2,True,25,Male,25-34,False
ORD_001546,CUST_00764,REST_0028,2026-03-27 08:00:29,2026-03-27,2026-03,8,Weekday,Thai,Dinner,Casual Dining,Kolkata,Wallet,Cancelled,917.96,0.0,26.3,50,994.26,40,,,6.9,Scooter,,,Neutral,Very High,Friends,False,13,True,59,Female,55+,False
ORD_001547,CUST_00861,REST_0004,2026-05-07 12:40:54,2026-05-07,2026-05,12,Weekday,South Indian,Snacks,Cloud Kitchen,Kolkata,Cash on Delivery,Delivered,675.15,33.76,32.41,0,673.8,43,48.0,5.0,9.7,Scooter,,4.0,Neutral,Medium,Alone,False,10,True,40,Female,35-44,False
ORD_001548,CUST_00405,REST_0112,2025-11-18 18:04:28,2025-11-18,2025-11,18,Weekday,Thai,Breakfast,Cloud Kitchen,Pune,Credit Card,Cancelled,1678.7,0.0,35.57,20,1734.27,35,,,9.8,Bike,,,Neutral,High,Colleagues,False,10,True,29,Female,25-34,False
ORD_001549,CUST_00756,REST_0052,2025-10-10 00:16:55,2025-10-10,2025-10,0,Weekday,Thai,Lunch,Cloud Kitchen,Bangalore,Credit Card,Cancelled,1126.24,56.31,49.12,10,1129.05,47,,,4.9,Bike,,,Happy,Medium,Colleagues,True,6,True,58,Male,55+,False
ORD_001550,CUST_00356,REST_0093,2025-08-21 08:40:11,2025-08-21,2025-08,8,Weekday,Continental,Snacks,Fine Dining,Ahmedabad,UPI,Delivered,1029.86,0.0,31.43,0,1061.29,19,30.0,11.0,7.7,Bike,3.8,2.8,Neutral,Low,Alone,False,3,True,49,Female,45-54,False
ORD_001551,CUST_00074,REST_0079,2025-07-08 18:43:32,2025-07-08,2025-07,18,Weekday,Mexican,Lunch,Cafe,Bangalore,UPI,Cancelled,777.86,77.79,19.32,0,719.39,51,,,9.9,Bike,,,Stressed,Medium,Partner,False,20,True,53,Male,45-54,False
ORD_001552,CUST_01136,REST_0117,2025-11-21 07:02:35,2025-11-21,2025-11,7,Weekday,South Indian,Breakfast,Quick Service,Hyderabad,Wallet,Refunded,1621.51,162.15,15.77,30,1505.13,52,,,10.6,Scooter,,,Neutral,Very High,Partner,False,3,True,33,Female,25-34,False
ORD_001553,CUST_00515,REST_0118,2025-09-23 12:16:01,2025-09-23,2025-09,12,Weekday,Indian,Dinner,Casual Dining,Chennai,Cash on Delivery,Delivered,211.22,42.24,29.53,0,198.51,39,48.0,9.0,9.4,Bike,2.2,4.7,Happy,Medium,Friends,False,13,True,51,Male,45-54,False
ORD_001554,CUST_01154,REST_0060,2025-04-22 17:04:32,2025-04-22,2025-04,17,Weekday,Indian,Dinner,Quick Service,Kolkata,Wallet,Delivered,1247.33,62.37,45.1,0,1230.06,32,27.0,-5.0,8.1,Car,3.6,2.5,Stressed,Medium,Colleagues,False,12,True,19,Female,18-24,False
ORD_001555,CUST_00748,REST_0045,2026-01-16 12:53:52,2026-01-16,2026-01,12,Weekday,Italian,Late Night,Quick Service,Chennai,UPI,Cancelled,688.61,34.43,46.32,0,700.5,61,,,1.7,Bike,,,Celebratory,High,Partner,False,4,True,45,Female,45-54,False
ORD_001556,CUST_01087,REST_0096,2026-03-13 16:56:18,2026-03-13,2026-03,16,Weekday,South Indian,Lunch,Casual Dining,Delhi,Wallet,Delivered,1896.69,94.83,53.72,10,1865.58,19,11.0,-8.0,5.8,Bike,2.5,3.9,Stressed,Medium,Alone,False,12,True,46,Female,45-54,False
ORD_001557,CUST_00458,REST_0143,2026-02-22 08:57:41,2026-02-22,2026-02,8,Weekend,Continental,Dinner,Quick Service,Ahmedabad,Debit Card,Cancelled,792.67,79.27,17.47,0,730.87,29,,,6.6,Bike,,,Stressed,Low,Friends,False,17,True,48,Male,45-54,False
ORD_001558,CUST_00747,REST_0090,2025-10-29 08:39:01,2025-10-29,2025-10,8,Weekday,Thai,Breakfast,Cloud Kitchen,Ahmedabad,Credit Card,Refunded,488.54,0.0,56.39,0,544.93,23,,,3.3,Bike,,,Happy,Medium,Partner,False,13,True,31,Male,25-34,False
ORD_001559,CUST_00261,REST_0039,2025-02-15 02:18:59,2025-02-15,2025-02,2,Weekend,Japanese,Late Night,Casual Dining,Hyderabad,UPI,Refunded,2139.37,213.94,54.97,0,1980.4,50,,,9.2,Bike,,,Stressed,Medium,Friends,False,20,True,37,Female,35-44,False
ORD_001560,CUST_01054,REST_0041,2025-01-27 15:06:38,2025-01-27,2025-01,15,Weekday,Indian,Lunch,Quick Service,Delhi,UPI,Delivered,1994.67,0.0,31.57,0,2026.24,36,38.0,2.0,6.5,Car,3.8,3.5,Neutral,High,Family,False,18,True,55,Female,55+,False
ORD_001561,CUST_00505,REST_0112,2025-12-19 13:13:24,2025-12-19,2025-12,13,Weekday,Thai,Breakfast,Cloud Kitchen,Pune,Wallet,Delivered,879.47,131.92,41.8,0,789.35,31,44.0,13.0,9.0,Bicycle,1.2,3.0,Happy,High,Family,False,4,True,46,Female,45-54,False
ORD_001562,CUST_00599,REST_0150,2025-03-21 22:59:14,2025-03-21,2025-03,22,Weekday,Continental,Lunch,Cloud Kitchen,Ahmedabad,Cash on Delivery,Delivered,395.08,79.02,48.76,0,364.82,43,52.0,9.0,8.4,Bike,2.0,3.1,Stressed,High,Alone,False,18,True,52,Female,45-54,False
ORD_001563,CUST_01128,REST_0007,2025-02-22 23:38:30,2025-02-22,2025-02,23,Weekend,South Indian,Dinner,Casual Dining,Delhi,Cash on Delivery,Delivered,968.43,0.0,57.79,0,1026.22,32,34.0,2.0,2.5,Bike,3.5,3.9,Neutral,High,Alone,False,11,True,38,Female,35-44,False
ORD_001564,CUST_01001,REST_0024,2025-09-07 06:21:15,2025-09-07,2025-09,6,Weekend,Indian,Dinner,Quick Service,Hyderabad,UPI,Delivered,791.77,79.18,28.53,20,761.12,55,54.0,-1.0,11.3,Car,2.4,4.4,Happy,Medium,Partner,False,5,True,51,Female,45-54,False
ORD_001565,CUST_00797,REST_0102,2025-09-04 00:28:46,2025-09-04,2025-09,0,Weekday,Italian,Breakfast,Cloud Kitchen,Chennai,UPI,Delivered,1874.79,93.74,20.92,0,1801.97,44,47.0,3.0,7.2,Scooter,,2.9,Neutral,Very High,Alone,False,4,True,35,Female,35-44,False
ORD_001566,CUST_00400,REST_0104,2026-01-06 07:41:30,2026-01-06,2026-01,7,Weekday,Chinese,Breakfast,Quick Service,Delhi,Credit Card,Delivered,512.73,25.64,32.13,0,519.22,45,51.0,6.0,8.2,Bike,2.6,4.7,Stressed,High,Family,False,6,True,49,Male,45-54,False
ORD_001567,CUST_00064,REST_0055,2025-09-08 11:49:58,2025-09-08,2025-09,11,Weekday,Indian,Breakfast,Cafe,Chennai,Credit Card,Delivered,252.79,0.0,33.61,30,316.4,51,64.0,13.0,11.1,Scooter,1.7,,Neutral,Very High,Partner,False,10,True,39,Male,35-44,True
ORD_001568,CUST_00181,REST_0087,2025-10-21 18:21:20,2025-10-21,2025-10,18,Weekday,Chinese,Dinner,Casual Dining,Kolkata,UPI,Cancelled,1753.88,350.78,30.42,50,1483.52,35,,,9.9,Bike,,,Neutral,High,Friends,False,4,True,54,Male,45-54,False
ORD_001569,CUST_00884,REST_0150,2026-02-23 06:26:32,2026-02-23,2026-02,6,Weekday,Continental,Lunch,Cloud Kitchen,Ahmedabad,Wallet,Delivered,2357.76,471.55,15.33,10,1911.54,34,44.0,10.0,10.4,Car,1.7,3.1,Stressed,Very High,Friends,False,8,True,38,Female,35-44,False
ORD_001570,CUST_00995,REST_0045,2025-07-04 12:56:29,2025-07-04,2025-07,12,Weekday,Italian,Dinner,Quick Service,Chennai,UPI,Delivered,750.71,112.61,45.02,0,683.12,48,45.0,-3.0,6.9,Car,,3.3,Happy,Medium,Friends,False,19,True,45,Female,45-54,False
ORD_001571,CUST_00026,REST_0104,2026-04-27 14:47:06,2026-04-27,2026-04,14,Weekday,Chinese,Snacks,Quick Service,Delhi,UPI,Delivered,499.72,99.94,28.02,10,437.8,42,35.0,-7.0,7.4,Scooter,4.5,,Neutral,Very High,Colleagues,False,7,True,50,Male,45-54,False
ORD_001572,CUST_00839,REST_0055,2025-03-16 09:08:32,2025-03-16,2025-03,9,Weekend,Indian,Dinner,Cafe,Chennai,Wallet,Refunded,545.33,0.0,23.76,10,579.09,50,,,9.2,Scooter,,,Stressed,High,Alone,False,15,True,51,Female,45-54,False
ORD_001573,CUST_00127,REST_0147,2025-12-29 11:08:25,2025-12-29,2025-12,11,Weekday,South Indian,Dinner,Cafe,Chennai,Cash on Delivery,Delivered,229.21,0.0,35.87,0,265.08,34,48.0,14.0,9.1,Bicycle,1.1,3.9,Happy,Medium,Family,False,12,True,23,Female,18-24,False
ORD_001574,CUST_00124,REST_0115,2025-04-21 13:46:02,2025-04-21,2025-04,13,Weekday,Thai,Lunch,Casual Dining,Kolkata,Cash on Delivery,Delivered,2300.25,0.0,30.71,10,2340.96,50,65.0,15.0,5.5,Scooter,1.4,3.2,Happy,Low,Friends,False,15,True,56,Male,55+,False
ORD_001575,CUST_01011,REST_0149,2026-04-06 08:47:53,2026-04-06,2026-04,8,Weekday,Mexican,Lunch,Quick Service,Mumbai,UPI,Delivered,661.77,132.35,46.09,0,575.51,44,45.0,1.0,7.6,Bike,3.6,3.9,Neutral,Medium,Friends,False,7,True,19,Female,18-24,True
ORD_001576,CUST_00881,REST_0141,2026-06-06 01:05:09,2026-06-06,2026-06,1,Weekend,Continental,Breakfast,Quick Service,Mumbai,UPI,Delivered,1027.69,0.0,29.63,20,1077.32,28,38.0,10.0,6.4,Scooter,2.0,4.6,Celebratory,High,Friends,False,16,True,63,Male,55+,False
ORD_001577,CUST_01074,REST_0059,2026-01-24 15:20:28,2026-01-24,2026-01,15,Weekend,Japanese,Lunch,Quick Service,Chennai,Cash on Delivery,Delivered,1624.67,324.93,54.95,0,1354.69,32,40.0,8.0,3.3,Bike,3.0,2.6,Tired,Very High,Alone,True,5,True,56,Other,55+,False
ORD_001578,CUST_00763,REST_0087,2025-08-26 09:19:31,2025-08-26,2025-08,9,Weekday,Chinese,Dinner,Casual Dining,Kolkata,Debit Card,Delivered,994.16,149.12,55.79,10,910.83,42,35.0,-7.0,8.2,Bike,2.1,3.1,Happy,Low,Friends,True,20,True,39,Female,35-44,False
ORD_001579,CUST_01087,REST_0082,2026-06-05 21:54:59,2026-06-05,2026-06,21,Weekday,Continental,Dinner,Cloud Kitchen,Mumbai,UPI,Delivered,1596.42,159.64,25.98,30,1492.76,39,40.0,1.0,12.0,Car,2.6,3.4,Stressed,High,Colleagues,False,7,True,46,Female,45-54,False
ORD_001580,CUST_00350,REST_0014,2025-05-27 16:02:52,2025-05-27,2025-05,16,Weekday,Indian,Lunch,Casual Dining,Mumbai,UPI,Refunded,1777.54,0.0,43.33,10,1830.87,54,,,6.4,Bike,,,Stressed,Very High,Alone,False,15,True,53,Male,45-54,False
ORD_001581,CUST_00390,REST_0045,2026-06-16 11:17:36,2026-06-16,2026-06,11,Weekday,Italian,Breakfast,Quick Service,Chennai,Debit Card,Cancelled,1116.79,111.68,38.89,0,1044.0,58,,,7.5,Bike,,,Happy,Very High,Family,False,5,True,21,Male,18-24,False
ORD_001582,CUST_00711,REST_0047,2025-12-22 08:18:10,2025-12-22,2025-12,8,Weekday,Continental,Dinner,Casual Dining,Pune,UPI,Refunded,1302.41,0.0,16.54,50,1368.95,24,,,11.8,Car,,,Neutral,High,Family,False,11,True,34,Male,25-34,False
ORD_001583,CUST_01024,REST_0041,2025-10-08 14:31:28,2025-10-08,2025-10,14,Weekday,Indian,Lunch,Quick Service,Delhi,UPI,Refunded,1536.23,76.81,28.63,30,1518.05,37,,,6.9,Car,,,Neutral,High,Alone,False,7,True,50,Female,45-54,False
ORD_001584,CUST_01159,REST_0012,2025-10-23 23:58:16,2025-10-23,2025-10,23,Weekday,Thai,Lunch,Fine Dining,Mumbai,Cash on Delivery,Delivered,834.48,41.72,20.02,20,832.78,23,22.0,-1.0,6.1,Bike,3.5,,Happy,High,Family,False,8,True,52,Male,45-54,False
ORD_001585,CUST_00735,REST_0030,2026-06-05 10:48:10,2026-06-05,2026-06,10,Weekday,South Indian,Lunch,Casual Dining,Hyderabad,UPI,Refunded,900.9,90.09,42.43,10,863.24,26,,,11.3,Bike,,,Neutral,Very High,Alone,True,3,True,51,Male,45-54,False
ORD_001586,CUST_00164,REST_0135,2025-07-19 12:00:31,2025-07-19,2025-07,12,Weekend,Chinese,Late Night,Quick Service,Mumbai,UPI,Delivered,1394.02,69.7,36.35,0,1360.67,15,18.0,3.0,5.4,Bike,2.7,4.9,Celebratory,High,Family,False,20,True,49,Male,45-54,False
ORD_001587,CUST_00869,REST_0083,2026-03-13 08:46:28,2026-03-13,2026-03,8,Weekday,Chinese,Dinner,Fine Dining,Bangalore,UPI,Cancelled,666.45,0.0,21.37,0,687.82,49,,,6.1,Bicycle,,,Neutral,Medium,Partner,False,16,True,42,Male,35-44,False
ORD_001588,CUST_00904,REST_0117,2025-10-30 02:58:07,2025-10-30,2025-10,2,Weekday,South Indian,Dinner,Quick Service,Hyderabad,Wallet,Refunded,1278.87,63.94,51.25,10,1276.18,48,,,1.8,Bike,,,Happy,Medium,Partner,False,16,True,49,Female,45-54,False
ORD_001589,CUST_00898,REST_0107,2026-03-19 13:31:16,2026-03-19,2026-03,13,Weekday,Mexican,Snacks,Cloud Kitchen,Bangalore,Cash on Delivery,Delivered,425.97,21.3,46.71,0,451.38,21,17.0,-4.0,10.3,Bike,2.0,4.9,Happy,Medium,Friends,True,5,True,33,Female,25-34,False
ORD_001590,CUST_01084,REST_0050,2025-12-29 08:51:05,2025-12-29,2025-12,8,Weekday,Mexican,Lunch,Cloud Kitchen,Ahmedabad,UPI,Delivered,2326.21,0.0,36.6,0,2362.81,31,46.0,15.0,5.6,Bike,,,Celebratory,Low,Family,False,12,True,44,Female,35-44,True
ORD_001591,CUST_00301,REST_0118,2025-10-10 14:29:40,2025-10-10,2025-10,14,Weekday,Indian,Late Night,Casual Dining,Chennai,Wallet,Delivered,1058.82,158.82,37.19,0,937.19,30,44.0,14.0,2.4,Car,2.0,4.2,Neutral,High,Colleagues,False,3,True,45,Male,45-54,False
ORD_001592,CUST_00681,REST_0017,2026-03-20 20:06:59,2026-03-20,2026-03,20,Weekday,South Indian,Snacks,Quick Service,Bangalore,Credit Card,Delivered,2249.74,112.49,23.12,20,2180.37,32,30.0,-2.0,5.5,Scooter,1.4,4.6,Tired,Very High,Family,False,3,True,54,Female,45-54,False
ORD_001593,CUST_00853,REST_0004,2025-01-09 18:15:08,2025-01-09,2025-01,18,Weekday,South Indian,Lunch,Cloud Kitchen,Kolkata,UPI,Refunded,1498.29,0.0,16.42,30,1544.71,49,,,10.5,Scooter,,,Happy,Medium,Friends,False,9,False,63,Other,55+,False
ORD_001594,CUST_00900,REST_0074,2025-07-20 01:16:30,2025-07-20,2025-07,1,Weekend,Continental,Dinner,Casual Dining,Chennai,Cash on Delivery,Refunded,798.88,39.94,22.94,0,781.88,51,,,3.9,Bike,,,Happy,High,Colleagues,False,17,True,22,Other,18-24,True
ORD_001595,CUST_00193,REST_0045,2025-07-11 12:46:31,2025-07-11,2025-07,12,Weekday,Italian,Dinner,Quick Service,Chennai,Credit Card,Delivered,1965.02,98.25,30.49,30,1927.26,57,53.0,-4.0,3.9,Scooter,3.4,4.5,Happy,High,Partner,False,18,True,34,Female,25-34,True
ORD_001596,CUST_00136,REST_0113,2025-08-08 05:00:27,2025-08-08,2025-08,5,Weekday,South Indian,Lunch,Quick Service,Chennai,UPI,Delivered,1648.91,0.0,42.7,0,1691.61,45,52.0,7.0,7.0,Car,2.0,4.8,Celebratory,Low,Alone,False,7,True,27,Female,25-34,False
ORD_001597,CUST_00721,REST_0088,2025-02-09 08:26:44,2025-02-09,2025-02,8,Weekend,Chinese,Late Night,Quick Service,Delhi,UPI,Refunded,2209.82,110.49,19.3,0,2118.63,48,,,2.0,Car,,,Happy,Medium,Friends,False,14,True,41,Male,35-44,False
ORD_001598,CUST_00369,REST_0050,2025-08-29 14:40:22,2025-08-29,2025-08,14,Weekday,Mexican,Breakfast,Cloud Kitchen,Ahmedabad,Wallet,Delivered,1685.07,84.25,39.98,0,1640.8,39,47.0,8.0,5.2,Bike,1.5,,Tired,Very High,Partner,False,11,True,53,Male,45-54,False
ORD_001599,CUST_00516,REST_0063,2025-08-26 22:56:18,2025-08-26,2025-08,22,Weekday,Continental,Lunch,Quick Service,Kolkata,Debit Card,Delivered,2057.12,0.0,32.23,30,2119.35,48,55.0,7.0,3.8,Bike,2.1,4.8,Celebratory,Low,Partner,False,13,True,61,Male,55+,False
ORD_001600,CUST_00500,REST_0139,2026-05-08 19:18:06,2026-05-08,2026-05,19,Weekday,South Indian,Lunch,Quick Service,Ahmedabad,UPI,Delivered,1618.44,242.77,45.95,0,1421.62,39,34.0,-5.0,2.0,Bike,4.9,3.3,Stressed,Very High,Alone,True,11,True,49,Female,45-54,False
ORD_001601,CUST_00200,REST_0148,2026-03-06 20:28:20,2026-03-06,2026-03,20,Weekday,Chinese,Dinner,Cloud Kitchen,Chennai,Wallet,Delivered,190.94,0.0,39.59,0,230.53,30,43.0,13.0,3.2,Scooter,4.7,,Stressed,High,Partner,False,12,True,61,Male,55+,False
ORD_001602,CUST_00154,REST_0115,2025-04-27 11:22:44,2025-04-27,2025-04,11,Weekend,Thai,Dinner,Casual Dining,Kolkata,UPI,Delivered,789.86,39.49,47.54,20,817.91,60,74.0,14.0,3.7,Scooter,,4.1,Neutral,Low,Partner,True,17,True,22,Female,18-24,False
ORD_001603,CUST_00278,REST_0109,2026-02-26 18:43:15,2026-02-26,2026-02,18,Weekday,Continental,Snacks,Fine Dining,Kolkata,Wallet,Delivered,2400.36,240.04,35.86,50,2246.18,23,24.0,1.0,4.2,Bike,4.1,4.1,Neutral,Medium,Friends,False,15,True,55,Male,55+,True
ORD_001604,CUST_00996,REST_0125,2025-03-04 14:35:49,2025-03-04,2025-03,14,Weekday,Chinese,Dinner,Quick Service,Chennai,Debit Card,Delivered,569.02,28.45,48.36,30,618.93,32,32.0,0.0,2.3,Bike,4.0,3.1,Neutral,Medium,Family,False,16,True,21,Male,18-24,False
ORD_001605,CUST_00024,REST_0020,2026-03-12 08:25:16,2026-03-12,2026-03,8,Weekday,Thai,Dinner,Casual Dining,Chennai,UPI,Delivered,1539.14,0.0,15.23,30,1584.37,25,25.0,0.0,3.9,Bike,4.0,3.1,Happy,Medium,Family,False,3,True,45,Male,45-54,False
ORD_001606,CUST_01133,REST_0023,2025-11-12 13:28:26,2025-11-12,2025-11,13,Weekday,Continental,Dinner,Casual Dining,Kolkata,UPI,Delivered,340.17,51.03,30.65,0,319.79,47,57.0,10.0,9.5,Scooter,5.0,2.5,Happy,High,Friends,False,5,True,64,Other,55+,False
ORD_001607,CUST_00776,REST_0042,2025-12-04 13:08:38,2025-12-04,2025-12,13,Weekday,Chinese,Snacks,Quick Service,Kolkata,UPI,Delivered,2483.98,248.4,40.16,10,2285.74,24,39.0,15.0,11.7,Scooter,,4.7,Neutral,Medium,Alone,False,12,True,36,Female,35-44,False
ORD_001608,CUST_01024,REST_0072,2025-12-28 22:49:49,2025-12-28,2025-12,22,Weekend,South Indian,Snacks,Quick Service,Chennai,UPI,Delivered,2334.68,116.73,32.92,0,2250.87,44,56.0,12.0,8.1,Bike,,3.9,Happy,Very High,Partner,False,19,True,50,Female,45-54,False
ORD_001609,CUST_00423,REST_0084,2025-07-23 05:10:53,2025-07-23,2025-07,5,Weekday,Chinese,Dinner,Quick Service,Mumbai,Debit Card,Refunded,1666.15,0.0,57.29,20,1743.44,57,,,5.2,Bike,,,Happy,High,Friends,False,9,True,31,Female,25-34,False
ORD_001610,CUST_00010,REST_0085,2025-10-25 16:51:10,2025-10-25,2025-10,16,Weekend,Mexican,Breakfast,Fine Dining,Kolkata,UPI,Refunded,712.59,106.89,39.55,0,645.25,28,,,9.8,Scooter,,,Tired,Medium,Partner,False,12,True,23,Male,18-24,False
ORD_001611,CUST_00219,REST_0095,2026-02-28 23:13:35,2026-02-28,2026-02,23,Weekend,Chinese,Snacks,Cloud Kitchen,Pune,UPI,Delivered,453.11,22.66,31.16,20,481.61,33,25.0,-8.0,4.3,Bike,,,Happy,High,Colleagues,False,18,True,35,Male,35-44,False
ORD_001612,CUST_00426,REST_0136,2025-04-15 15:32:25,2025-04-15,2025-04,15,Weekday,Italian,Breakfast,Cloud Kitchen,Kolkata,Credit Card,Delivered,1062.42,53.12,48.86,0,1058.16,40,33.0,-7.0,11.5,Scooter,2.2,4.9,Tired,Medium,Colleagues,False,9,True,31,Male,25-34,False
ORD_001613,CUST_00970,REST_0127,2025-09-11 12:02:17,2025-09-11,2025-09,12,Weekday,Thai,Lunch,Fine Dining,Delhi,UPI,Delivered,1245.47,0.0,41.67,0,1287.14,27,31.0,4.0,5.5,Bike,2.4,,Neutral,High,Alone,False,10,True,63,Female,55+,True
ORD_001614,CUST_00538,REST_0130,2025-03-28 22:04:04,2025-03-28,2025-03,22,Weekday,Continental,Breakfast,Casual Dining,Bangalore,UPI,Cancelled,1799.09,89.95,34.71,50,1793.85,43,,,4.4,Bike,,,Celebratory,Very High,Partner,False,2,True,30,Female,25-34,False
ORD_001615,CUST_00924,REST_0019,2025-01-16 08:47:53,2025-01-16,2025-01,8,Weekday,Continental,Dinner,Quick Service,Mumbai,Cash on Delivery,Delivered,465.14,0.0,52.37,50,567.51,51,46.0,-5.0,6.6,Car,1.5,2.5,Happy,Medium,Family,False,8,True,51,Female,45-54,False
ORD_001616,CUST_00993,REST_0080,2025-11-16 14:50:20,2025-11-16,2025-11,14,Weekend,Thai,Late Night,Quick Service,Pune,UPI,Delivered,1626.36,81.32,15.93,10,1570.97,49,57.0,8.0,5.2,Bike,1.9,4.8,Happy,Very High,Family,False,16,True,26,Male,25-34,False
ORD_001617,CUST_00138,REST_0102,2025-07-27 13:06:16,2025-07-27,2025-07,13,Weekend,Italian,Late Night,Cloud Kitchen,Chennai,UPI,Refunded,1933.12,193.31,22.0,10,1771.81,46,,,9.3,Bicycle,,,Stressed,Medium,Friends,False,14,True,52,Male,45-54,False
ORD_001618,CUST_00523,REST_0108,2025-10-26 12:27:05,2025-10-26,2025-10,12,Weekend,Indian,Lunch,Fine Dining,Ahmedabad,UPI,Delivered,1959.18,97.96,33.72,10,1904.94,44,49.0,5.0,1.7,Bike,2.7,3.7,Neutral,Medium,Alone,False,19,True,58,Male,55+,False
ORD_001619,CUST_00092,REST_0121,2026-06-03 07:15:24,2026-06-03,2026-06,7,Weekday,Italian,Snacks,Cloud Kitchen,Mumbai,UPI,Delivered,1389.56,138.96,42.01,0,1292.61,16,23.0,7.0,8.9,Scooter,2.6,4.9,Neutral,High,Friends,False,19,True,53,Female,45-54,False
ORD_001620,CUST_00801,REST_0045,2025-04-21 15:28:14,2025-04-21,2025-04,15,Weekday,Italian,Lunch,Quick Service,Chennai,UPI,Delivered,732.39,0.0,54.92,20,807.31,48,52.0,4.0,7.8,Bike,1.6,3.0,Neutral,Medium,Alone,False,17,True,40,Female,35-44,False
ORD_001621,CUST_00684,REST_0014,2025-04-22 11:41:19,2025-04-22,2025-04,11,Weekday,Indian,Dinner,Casual Dining,Mumbai,UPI,Refunded,1005.51,50.28,40.01,20,1015.24,58,,,9.7,Bike,,,Neutral,Low,Alone,False,6,True,43,Female,35-44,True
ORD_001622,CUST_00180,REST_0045,2025-03-27 13:06:35,2025-03-27,2025-03,13,Weekday,Italian,Breakfast,Quick Service,Chennai,Credit Card,Delivered,1940.64,0.0,54.24,20,2014.88,53,51.0,-2.0,1.8,Scooter,4.8,3.7,Neutral,High,Partner,False,9,True,39,Female,35-44,False
ORD_001623,CUST_00241,REST_0139,2025-03-27 12:09:25,2025-03-27,2025-03,12,Weekday,South Indian,Late Night,Quick Service,Ahmedabad,UPI,Delivered,1220.5,0.0,53.21,20,1293.71,47,55.0,8.0,5.4,Bike,4.4,4.7,Celebratory,High,Partner,False,9,True,44,Female,35-44,False
ORD_001624,CUST_00916,REST_0061,2025-03-02 22:49:31,2025-03-02,2025-03,22,Weekend,South Indian,Lunch,Fine Dining,Chennai,Credit Card,Delivered,2281.63,228.16,23.66,10,2087.13,39,44.0,5.0,11.9,Bike,4.9,3.8,Happy,High,Partner,False,6,True,30,Male,25-34,False
ORD_001625,CUST_00979,REST_0101,2025-02-07 06:20:44,2025-02-07,2025-02,6,Weekday,Japanese,Breakfast,Quick Service,Chennai,UPI,Delivered,2128.88,106.44,52.66,30,2105.1,43,35.0,-8.0,3.8,Bike,1.2,4.1,Neutral,High,Partner,False,19,True,41,Male,35-44,False
ORD_001626,CUST_00181,REST_0077,2026-05-16 05:34:31,2026-05-16,2026-05,5,Weekend,Italian,Dinner,Fine Dining,Mumbai,Debit Card,Delivered,1180.86,0.0,26.42,10,1217.28,45,57.0,12.0,7.2,Car,2.3,3.6,Celebratory,High,Friends,False,17,True,54,Male,45-54,False
ORD_001627,CUST_01112,REST_0082,2026-06-11 07:35:54,2026-06-11,2026-06,7,Weekday,Continental,Dinner,Cloud Kitchen,Mumbai,Wallet,Delivered,2030.4,406.08,35.24,30,1689.56,28,23.0,-5.0,4.4,Bike,2.8,,Neutral,Medium,Colleagues,False,6,True,31,Male,25-34,True
ORD_001628,CUST_00125,REST_0079,2025-01-14 07:10:33,2025-01-14,2025-01,7,Weekday,Mexican,Lunch,Cafe,Bangalore,Wallet,Delivered,2401.26,120.06,45.87,10,2337.07,40,37.0,-3.0,2.7,Bike,2.1,3.0,Neutral,Medium,Colleagues,False,5,True,21,Male,18-24,True
ORD_001629,CUST_00640,REST_0047,2025-02-09 07:56:27,2025-02-09,2025-02,7,Weekend,Continental,Lunch,Casual Dining,Pune,UPI,Delivered,932.88,0.0,46.26,0,979.14,36,33.0,-3.0,4.5,Bike,4.6,3.6,Tired,Medium,Family,False,6,True,47,Male,45-54,False
ORD_001630,CUST_00397,REST_0031,2026-03-05 14:25:00,2026-03-05,2026-03,14,Weekday,South Indian,Lunch,Cafe,Bangalore,UPI,Delivered,2401.41,0.0,55.27,0,2456.68,48,43.0,-5.0,1.7,Scooter,2.6,3.5,Happy,High,Family,False,10,True,27,Male,25-34,False
ORD_001631,CUST_01178,REST_0140,2026-06-20 19:20:39,2026-06-20,2026-06,19,Weekend,Italian,Breakfast,Cloud Kitchen,Ahmedabad,Credit Card,Cancelled,1431.1,0.0,54.93,0,1486.03,56,,,1.9,Bicycle,,,Neutral,Medium,Colleagues,False,20,True,49,Male,45-54,True
